,tiempo
22126,283.0
22127,282.0
22128,284.0
22129,283.0
22130,284.0
22131,284.0
22132,284.0
22133,283.0
22134,284.0
22135,284.0
22136,283.0
22137,284.0
22138,282.0
22139,283.0
22140,283.0
22141,283.0
22142,283.0
22143,284.0
22144,283.0
22145,284.0
22146,284.0
22147,283.0
22148,284.0
22149,283.0
22150,283.0
22151,283.0
22152,284.0
22153,284.0
22154,284.0
22155,283.0
22156,283.0
22157,283.0
22158,284.0
22159,283.0
22160,284.0
22161,284.0
22162,283.0
22163,284.0
22164,283.0
22165,283.0
22166,284.0
22167,284.0
22168,284.0
22169,284.0
22170,284.0
22171,283.0
22172,283.0
22173,283.0
22174,284.0
22175,283.0
22176,284.0
22177,283.0
22178,283.0
22179,283.0
22180,283.0
22181,283.0
22182,283.0
22183,283.0
22184,283.0
22185,284.0
22186,284.0
22187,283.0
22188,284.0
22189,284.0
22190,284.0
22191,284.0
22192,284.0
22193,284.0
22194,284.0
22195,283.0
22196,283.0
22197,284.0
22198,284.0
22199,284.0
22200,283.0
22201,283.0
22202,284.0
22203,283.0
22204,284.0
22205,284.0
22206,284.0
22207,284.0
22208,284.0
22209,284.0
22210,284.0
22211,284.0
22212,284.0
22213,283.0
22214,284.0
22215,284.0
22216,284.0
22217,284.0
22218,284.0
22219,283.0
22220,284.0
22221,283.0
22222,283.0
22223,284.0
22224,283.0
22225,284.0
22226,283.0
22227,284.0
22228,283.0
22229,283.0
22230,283.0
22231,283.0
22232,284.0
22233,284.0
22234,283.0
22235,284.0
22236,284.0
22237,284.0
22238,284.0
22239,284.0
22240,283.0
22241,284.0
22242,283.0
22243,283.0
22244,283.0
22245,283.0
22246,284.0
22247,284.0
22248,283.0
22249,284.0
22250,283.0
22251,283.0
22252,283.0
22253,284.0
22254,284.0
22255,283.0
22256,284.0
22257,283.0
22258,284.0
22259,284.0
22260,283.0
22261,283.0
22262,284.0
22263,283.0
22264,283.0
22265,283.0
22266,284.0
22267,284.0
22268,284.0
22269,283.0
22270,283.0
22271,283.0
22272,283.0
22273,284.0
22274,284.0
22275,284.0
22276,283.0
22277,284.0
22278,284.0
22279,283.0
22280,284.0
22281,283.0
22282,283.0
22283,284.0
22284,283.0
22285,284.0
22286,284.0
22287,283.0
22288,283.0
22289,284.0
22290,284.0
22291,284.0
22292,285.0
22293,284.0
22294,283.0
22295,283.0
22296,284.0
22297,285.0
22298,285.0
22299,284.0
22300,285.0
22301,283.0
22302,285.0
22303,284.0
22304,285.0
22305,285.0
22306,284.0
22307,285.0
22308,284.0
22309,285.0
22310,284.0
22311,283.0
22312,285.0
22313,284.0
22314,284.0
22315,284.0
22316,284.0
22317,284.0
22318,285.0
22319,284.0
22320,284.0
22321,285.0
22322,285.0
22323,284.0
22324,284.0
22325,285.0
22326,285.0
22327,284.0
22328,284.0
22329,284.0
22330,284.0
22331,285.0
22332,284.0
22333,285.0
22334,284.0
22335,285.0
22336,285.0
22337,284.0
22338,285.0
22339,285.0
22340,285.0
22341,284.0
22342,284.0
22343,285.0
22344,284.0
22345,284.0
22346,285.0
22347,284.0
22348,285.0
22349,284.0
22350,285.0
22351,285.0
22352,284.0
22353,285.0
22354,284.0
22355,285.0
22356,284.0
22357,285.0
22358,284.0
22359,285.0
22360,284.0
22361,284.0
22362,285.0
22363,285.0
22364,284.0
22365,285.0
22366,285.0
22367,285.0
22368,284.0
22369,284.0
22370,285.0
22371,285.0
22372,284.0
22373,284.0
22374,285.0
22375,285.0
22376,284.0
22377,285.0
22378,284.0
22379,284.0
22380,285.0
22381,284.0
22382,284.0
22383,285.0
22384,285.0
22385,284.0
22386,285.0
22387,284.0
22388,284.0
22389,285.0
22390,285.0
22391,285.0
22392,285.0
22393,285.0
22394,285.0
22395,285.0
22396,284.0
22397,284.0
22398,284.0
22399,285.0
22400,285.0
22401,285.0
22402,284.0
22403,284.0
22404,284.0
22405,285.0
22406,284.0
22407,285.0
22408,285.0
22409,285.0
22410,284.0
22411,285.0
22412,285.0
22413,285.0
22414,284.0
22415,285.0
22416,285.0
22417,284.0
22418,285.0
22419,284.0
22420,285.0
22421,284.0
22422,284.0
22423,285.0
22424,284.0
22425,284.0
22426,284.0
22427,284.0
22428,284.0
22429,284.0
22430,284.0
22431,285.0
22432,285.0
22433,285.0
22434,285.0
22435,284.0
22436,285.0
22437,284.0
22438,285.0
22439,284.0
22440,286.0
22441,285.0
22442,286.0
22443,285.0
22444,286.0
22445,286.0
22446,285.0
22447,284.0
22448,285.0
22449,286.0
22450,285.0
22451,286.0
22452,285.0
22453,285.0
22454,286.0
22455,286.0
22456,285.0
22457,285.0
22458,285.0
22459,284.0
22460,284.0
22461,285.0
22462,285.0
22463,284.0
22464,285.0
22465,286.0
22466,285.0
22467,285.0
22468,285.0
22469,286.0
22470,285.0
22471,285.0
22472,285.0
22473,286.0
22474,286.0
22475,285.0
22476,286.0
22477,285.0
22478,286.0
22479,285.0
22480,286.0
22481,285.0
22482,285.0
22483,286.0
22484,286.0
22485,285.0
22486,286.0
22487,286.0
22488,286.0
22489,285.0
22490,285.0
22491,286.0
22492,286.0
22493,286.0
22494,285.0
22495,285.0
22496,285.0
22497,285.0
22498,286.0
22499,286.0
22500,285.0
22501,286.0
22502,285.0
22503,285.0
22504,286.0
22505,285.0
22506,286.0
22507,285.0
22508,285.0
22509,285.0
22510,286.0
22511,286.0
22512,285.0
22513,286.0
22514,286.0
22515,286.0
22516,286.0
22517,285.0
22518,285.0
22519,285.0
22520,286.0
22521,286.0
22522,286.0
22523,285.0
22524,285.0
22525,285.0
22526,286.0
22527,285.0
22528,285.0
22529,285.0
22530,285.0
22531,286.0
22532,286.0
22533,285.0
22534,285.0
22535,286.0
22536,285.0
22537,286.0
22538,286.0
22539,286.0
22540,285.0
22541,285.0
22542,286.0
22543,285.0
22544,286.0
22545,286.0
22546,285.0
22547,286.0
22548,285.0
22549,285.0
22550,286.0
22551,286.0
22552,286.0
22553,285.0
22554,285.0
22555,286.0
22556,285.0
22557,285.0
22558,286.0
22559,285.0
22560,285.0
22561,285.0
22562,285.0
22563,285.0
22564,286.0
22565,287.0
22566,285.0
22567,286.0
22568,286.0
22569,286.0
22570,286.0
22571,287.0
22572,287.0
22573,285.0
22574,287.0
22575,287.0
22576,286.0
22577,286.0
22578,287.0
22579,286.0
22580,287.0
22581,286.0
22582,286.0
22583,285.0
22584,286.0
22585,285.0
22586,286.0
22587,286.0
22588,286.0
22589,286.0
22590,287.0
22591,286.0
22592,286.0
22593,286.0
22594,287.0
22595,286.0
22596,287.0
22597,287.0
22598,287.0
22599,286.0
22600,287.0
22601,286.0
22602,287.0
22603,286.0
22604,286.0
22605,287.0
22606,286.0
22607,287.0
22608,286.0
22609,287.0
22610,287.0
22611,287.0
22612,286.0
22613,286.0
22614,286.0
22615,287.0
22616,287.0
22617,286.0
22618,287.0
22619,286.0
22620,286.0
22621,286.0
22622,287.0
22623,286.0
22624,287.0
22625,286.0
22626,286.0
22627,286.0
22628,287.0
22629,287.0
22630,287.0
22631,286.0
22632,286.0
22633,286.0
22634,286.0
22635,286.0
22636,286.0
22637,286.0
22638,287.0
22639,287.0
22640,286.0
22641,287.0
22642,286.0
22643,286.0
22644,286.0
22645,286.0
22646,286.0
22647,286.0
22648,287.0
22649,287.0
22650,286.0
22651,287.0
22652,287.0
22653,286.0
22654,287.0
22655,287.0
22656,287.0
22657,286.0
22658,287.0
22659,286.0
22660,287.0
22661,287.0
22662,287.0
22663,286.0
22664,287.0
22665,287.0
22666,287.0
22667,286.0
22668,287.0
22669,286.0
22670,286.0
22671,286.0
22672,287.0
22673,287.0
22674,286.0
22675,287.0
22676,286.0
22677,286.0
22678,286.0
22679,286.0
22680,287.0
22681,286.0
22682,286.0
22683,287.0
22684,287.0
22685,287.0
22686,287.0
22687,286.0
22688,287.0
22689,287.0
22690,287.0
22691,287.0
22692,287.0
22693,287.0
22694,286.0
22695,286.0
22696,287.0
22697,287.0
22698,286.0
22699,287.0
22700,287.0
22701,286.0
22702,287.0
22703,287.0
22704,287.0
22705,286.0
22706,287.0
22707,287.0
22708,286.0
22709,286.0
22710,287.0
22711,287.0
22712,288.0
22713,286.0
22714,288.0
22715,286.0
22716,287.0
22717,287.0
22718,287.0
22719,288.0
22720,288.0
22721,287.0
22722,287.0
22723,287.0
22724,288.0
22725,288.0
22726,287.0
22727,288.0
22728,286.0
22729,287.0
22730,288.0
22731,287.0
22732,287.0
22733,288.0
22734,287.0
22735,287.0
22736,287.0
22737,287.0
22738,287.0
22739,287.0
22740,288.0
22741,288.0
22742,288.0
22743,288.0
22744,287.0
22745,287.0
22746,287.0
22747,288.0
22748,288.0
22749,287.0
22750,287.0
22751,288.0
22752,288.0
22753,287.0
22754,288.0
22755,287.0
22756,288.0
22757,288.0
22758,288.0
22759,288.0
22760,288.0
22761,288.0
22762,288.0
22763,287.0
22764,287.0
22765,287.0
22766,287.0
22767,288.0
22768,288.0
22769,287.0
22770,287.0
22771,288.0
22772,288.0
22773,288.0
22774,287.0
22775,287.0
22776,288.0
22777,287.0
22778,287.0
22779,288.0
22780,288.0
22781,287.0
22782,287.0
22783,287.0
22784,288.0
22785,288.0
22786,288.0
22787,287.0
22788,287.0
22789,288.0
22790,287.0
22791,287.0
22792,288.0
22793,288.0
22794,287.0
22795,288.0
22796,287.0
22797,287.0
22798,287.0
22799,287.0
22800,287.0
22801,288.0
22802,287.0
22803,287.0
22804,287.0
22805,287.0
22806,288.0
22807,287.0
22808,287.0
22809,288.0
22810,288.0
22811,287.0
22812,288.0
22813,288.0
22814,288.0
22815,288.0
22816,288.0
22817,288.0
22818,288.0
22819,287.0
22820,288.0
22821,288.0
22822,287.0
22823,287.0
22824,287.0
22825,288.0
22826,288.0
22827,288.0
22828,288.0
22829,287.0
22830,287.0
22831,288.0
22832,288.0
22833,288.0
22834,287.0
22835,287.0
22836,288.0
22837,287.0
22838,288.0
22839,287.0
22840,288.0
22841,288.0
22842,287.0
22843,287.0
22844,288.0
22845,288.0
22846,288.0
22847,288.0
22848,287.0
22849,287.0
22850,288.0
22851,287.0
22852,287.0
22853,288.0
22854,287.0
22855,287.0
22856,287.0
22857,288.0
22858,288.0
22859,287.0
22860,287.0
22861,287.0
22862,288.0
22863,288.0
22864,288.0
22865,287.0
22866,288.0
22867,288.0
22868,288.0
22869,287.0
22870,288.0
22871,288.0
22872,288.0
22873,287.0
22874,288.0
22875,287.0
22876,287.0
22877,287.0
22878,287.0
22879,288.0
22880,287.0
22881,288.0
22882,288.0
22883,288.0
22884,287.0
22885,288.0
22886,288.0
22887,287.0
22888,288.0
22889,287.0
22890,288.0
22891,289.0
22892,289.0
22893,289.0
22894,288.0
22895,288.0
22896,289.0
22897,289.0
22898,289.0
22899,288.0
22900,289.0
22901,288.0
22902,288.0
22903,288.0
22904,289.0
22905,288.0
22906,288.0
22907,288.0
22908,288.0
22909,288.0
22910,289.0
22911,288.0
22912,289.0
22913,289.0
22914,288.0
22915,288.0
22916,289.0
22917,289.0
22918,289.0
22919,288.0
22920,288.0
22921,288.0
22922,288.0
22923,289.0
22924,289.0
22925,289.0
22926,289.0
22927,289.0
22928,288.0
22929,289.0
22930,288.0
22931,288.0
22932,288.0
22933,288.0
22934,288.0
22935,289.0
22936,289.0
22937,289.0
22938,289.0
22939,288.0
22940,289.0
22941,288.0
22942,288.0
22943,289.0
22944,288.0
22945,288.0
22946,288.0
22947,288.0
22948,289.0
22949,288.0
22950,288.0
22951,289.0
22952,288.0
22953,289.0
22954,288.0
22955,288.0
22956,289.0
22957,288.0
22958,288.0
22959,288.0
22960,289.0
22961,288.0
22962,288.0
22963,288.0
22964,289.0
22965,288.0
22966,288.0
22967,289.0
22968,288.0
22969,288.0
22970,289.0
22971,289.0
22972,289.0
22973,288.0
22974,289.0
22975,288.0
22976,289.0
22977,289.0
22978,288.0
22979,288.0
22980,288.0
22981,288.0
22982,288.0
22983,288.0
22984,288.0
22985,289.0
22986,288.0
22987,289.0
22988,288.0
22989,289.0
22990,289.0
22991,289.0
22992,288.0
22993,289.0
22994,288.0
22995,289.0
22996,288.0
22997,289.0
22998,289.0
22999,288.0
23000,289.0
23001,289.0
23002,289.0
23003,288.0
23004,288.0
23005,288.0
23006,289.0
23007,289.0
23008,289.0
23009,289.0
23010,288.0
23011,288.0
23012,288.0
23013,289.0
23014,288.0
23015,289.0
23016,289.0
23017,289.0
23018,288.0
23019,288.0
23020,288.0
23021,288.0
23022,288.0
23023,289.0
23024,288.0
23025,288.0
23026,288.0
23027,289.0
23028,288.0
23029,288.0
23030,288.0
23031,289.0
23032,289.0
23033,289.0
23034,288.0
23035,289.0
23036,288.0
23037,289.0
23038,289.0
23039,288.0
23040,288.0
23041,288.0
23042,288.0
23043,288.0
23044,288.0
23045,288.0
23046,289.0
23047,289.0
23048,289.0
23049,289.0
23050,289.0
23051,289.0
23052,288.0
23053,289.0
23054,289.0
23055,288.0
23056,288.0
23057,288.0
23058,288.0
23059,289.0
23060,288.0
23061,288.0
23062,289.0
23063,289.0
23064,289.0
23065,288.0
23066,288.0
23067,289.0
23068,288.0
23069,289.0
23070,289.0
23071,289.0
23072,290.0
23073,288.0
23074,288.0
23075,289.0
23076,288.0
23077,288.0
23078,289.0
23079,289.0
23080,289.0
23081,289.0
23082,288.0
23083,289.0
23084,288.0
23085,289.0
23086,289.0
23087,289.0
23088,289.0
23089,288.0
23090,289.0
23091,288.0
23092,288.0
23093,289.0
23094,290.0
23095,290.0
23096,289.0
23097,289.0
23098,288.0
23099,290.0
23100,289.0
23101,290.0
23102,289.0
23103,289.0
23104,290.0
23105,290.0
23106,289.0
23107,289.0
23108,290.0
23109,290.0
23110,290.0
23111,289.0
23112,290.0
23113,289.0
23114,289.0
23115,290.0
23116,289.0
23117,289.0
23118,289.0
23119,290.0
23120,289.0
23121,290.0
23122,290.0
23123,289.0
23124,290.0
23125,289.0
23126,290.0
23127,289.0
23128,289.0
23129,289.0
23130,289.0
23131,290.0
23132,290.0
23133,290.0
23134,289.0
23135,290.0
23136,289.0
23137,290.0
23138,289.0
23139,290.0
23140,290.0
23141,290.0
23142,290.0
23143,290.0
23144,290.0
23145,290.0
23146,290.0
23147,289.0
23148,290.0
23149,289.0
23150,290.0
23151,289.0
23152,290.0
23153,290.0
23154,290.0
23155,290.0
23156,290.0
23157,290.0
23158,289.0
23159,289.0
23160,289.0
23161,290.0
23162,290.0
23163,290.0
23164,289.0
23165,290.0
23166,290.0
23167,289.0
23168,289.0
23169,289.0
23170,290.0
23171,289.0
23172,289.0
23173,289.0
23174,289.0
23175,289.0
23176,290.0
23177,290.0
23178,290.0
23179,290.0
23180,289.0
23181,289.0
23182,289.0
23183,289.0
23184,290.0
23185,289.0
23186,290.0
23187,289.0
23188,289.0
23189,289.0
23190,289.0
23191,290.0
23192,289.0
23193,290.0
23194,290.0
23195,289.0
23196,289.0
23197,289.0
23198,290.0
23199,289.0
23200,289.0
23201,289.0
23202,290.0
23203,290.0
23204,289.0
23205,289.0
23206,289.0
23207,290.0
23208,289.0
23209,290.0
23210,289.0
23211,290.0
23212,290.0
23213,290.0
23214,289.0
23215,290.0
23216,290.0
23217,289.0
23218,289.0
23219,289.0
23220,289.0
23221,289.0
23222,290.0
23223,290.0
23224,290.0
23225,290.0
23226,289.0
23227,290.0
23228,289.0
23229,290.0
23230,289.0
23231,290.0
23232,289.0
23233,290.0
23234,289.0
23235,289.0
23236,290.0
23237,289.0
23238,289.0
23239,289.0
23240,290.0
23241,290.0
23242,290.0
23243,289.0
23244,290.0
23245,289.0
23246,290.0
23247,289.0
23248,289.0
23249,290.0
23250,289.0
23251,289.0
23252,289.0
23253,290.0
23254,289.0
23255,290.0
23256,290.0
23257,290.0
23258,289.0
23259,289.0
23260,290.0
23261,289.0
23262,290.0
23263,290.0
23264,290.0
23265,289.0
23266,290.0
23267,289.0
23268,290.0
23269,289.0
23270,289.0
23271,290.0
23272,290.0
23273,290.0
23274,289.0
23275,289.0
23276,289.0
23277,289.0
23278,290.0
23279,290.0
23280,290.0
23281,290.0
23282,291.0
23283,290.0
23284,291.0
23285,291.0
23286,291.0
23287,290.0
23288,291.0
23289,291.0
23290,291.0
23291,291.0
23292,289.0
23293,290.0
23294,290.0
23295,291.0
23296,291.0
23297,291.0
23298,291.0
23299,291.0
23300,291.0
23301,291.0
23302,290.0
23303,291.0
23304,290.0
23305,291.0
23306,290.0
23307,291.0
23308,290.0
23309,290.0
23310,290.0
23311,290.0
23312,291.0
23313,290.0
23314,291.0
23315,291.0
23316,291.0
23317,290.0
23318,290.0
23319,290.0
23320,290.0
23321,290.0
23322,291.0
23323,291.0
23324,290.0
23325,291.0
23326,291.0
23327,291.0
23328,290.0
23329,291.0
23330,290.0
23331,290.0
23332,291.0
23333,291.0
23334,291.0
23335,291.0
23336,290.0
23337,290.0
23338,291.0
23339,291.0
23340,291.0
23341,291.0
23342,290.0
23343,290.0
23344,290.0
23345,291.0
23346,291.0
23347,291.0
23348,291.0
23349,291.0
23350,290.0
23351,290.0
23352,291.0
23353,290.0
23354,291.0
23355,291.0
23356,290.0
23357,290.0
23358,290.0
23359,291.0
23360,290.0
23361,291.0
23362,291.0
23363,290.0
23364,291.0
23365,290.0
23366,291.0
23367,290.0
23368,291.0
23369,291.0
23370,290.0
23371,290.0
23372,291.0
23373,290.0
23374,290.0
23375,290.0
23376,290.0
23377,290.0
23378,290.0
23379,290.0
23380,291.0
23381,290.0
23382,290.0
23383,290.0
23384,290.0
23385,291.0
23386,290.0
23387,291.0
23388,291.0
23389,290.0
23390,291.0
23391,290.0
23392,290.0
23393,290.0
23394,290.0
23395,291.0
23396,290.0
23397,290.0
23398,291.0
23399,290.0
23400,291.0
23401,291.0
23402,291.0
23403,290.0
23404,290.0
23405,291.0
23406,291.0
23407,291.0
23408,290.0
23409,290.0
23410,290.0
23411,290.0
23412,291.0
23413,290.0
23414,291.0
23415,290.0
23416,290.0
23417,291.0
23418,291.0
23419,291.0
23420,291.0
23421,290.0
23422,290.0
23423,290.0
23424,290.0
23425,290.0
23426,290.0
23427,290.0
23428,290.0
23429,291.0
23430,290.0
23431,290.0
23432,292.0
23433,291.0
23434,291.0
23435,290.0
23436,291.0
23437,291.0
23438,292.0
23439,292.0
23440,291.0
23441,291.0
23442,292.0
23443,292.0
23444,292.0
23445,291.0
23446,291.0
23447,291.0
23448,290.0
23449,291.0
23450,290.0
23451,291.0
23452,292.0
23453,290.0
23454,291.0
23455,291.0
23456,290.0
23457,291.0
23458,291.0
23459,290.0
23460,291.0
23461,291.0
23462,291.0
23463,291.0
23464,291.0
23465,292.0
23466,291.0
23467,292.0
23468,291.0
23469,291.0
23470,292.0
23471,292.0
23472,291.0
23473,292.0
23474,292.0
23475,292.0
23476,292.0
23477,291.0
23478,291.0
23479,291.0
23480,291.0
23481,291.0
23482,292.0
23483,292.0
23484,292.0
23485,292.0
23486,292.0
23487,292.0
23488,292.0
23489,291.0
23490,291.0
23491,292.0
23492,292.0
23493,292.0
23494,291.0
23495,291.0
23496,292.0
23497,291.0
23498,291.0
23499,292.0
23500,292.0
23501,292.0
23502,291.0
23503,291.0
23504,291.0
23505,292.0
23506,291.0
23507,292.0
23508,291.0
23509,291.0
23510,291.0
23511,291.0
23512,291.0
23513,292.0
23514,292.0
23515,291.0
23516,292.0
23517,292.0
23518,292.0
23519,292.0
23520,292.0
23521,291.0
23522,292.0
23523,291.0
23524,291.0
23525,291.0
23526,292.0
23527,292.0
23528,292.0
23529,292.0
23530,291.0
23531,291.0
23532,292.0
23533,292.0
23534,292.0
23535,292.0
23536,292.0
23537,292.0
23538,292.0
23539,292.0
23540,292.0
23541,292.0
23542,292.0
23543,291.0
23544,292.0
23545,292.0
23546,292.0
23547,291.0
23548,292.0
23549,292.0
23550,292.0
23551,292.0
23552,292.0
23553,291.0
23554,291.0
23555,292.0
23556,292.0
23557,292.0
23558,291.0
23559,292.0
23560,292.0
23561,292.0
23562,292.0
23563,291.0
23564,292.0
23565,291.0
23566,292.0
23567,292.0
23568,292.0
23569,292.0
23570,291.0
23571,292.0
23572,291.0
23573,291.0
23574,292.0
23575,293.0
23576,292.0
23577,292.0
23578,291.0
23579,291.0
23580,293.0
23581,293.0
23582,293.0
23583,293.0
23584,293.0
23585,292.0
23586,292.0
23587,293.0
23588,293.0
23589,293.0
23590,293.0
23591,293.0
23592,293.0
23593,293.0
23594,293.0
23595,292.0
23596,292.0
23597,293.0
23598,293.0
23599,293.0
23600,293.0
23601,293.0
23602,293.0
23603,293.0
23604,292.0
23605,292.0
23606,293.0
23607,292.0
23608,292.0
23609,293.0
23610,293.0
23611,293.0
23612,292.0
23613,293.0
23614,293.0
23615,292.0
23616,293.0
23617,293.0
23618,293.0
23619,293.0
23620,292.0
23621,292.0
23622,292.0
23623,292.0
23624,292.0
23625,293.0
23626,292.0
23627,293.0
23628,292.0
23629,292.0
23630,292.0
23631,293.0
23632,292.0
23633,292.0
23634,293.0
23635,293.0
23636,293.0
23637,293.0
23638,292.0
23639,293.0
23640,293.0
23641,292.0
23642,293.0
23643,292.0
23644,292.0
23645,292.0
23646,293.0
23647,292.0
23648,293.0
23649,293.0
23650,293.0
23651,292.0
23652,292.0
23653,293.0
23654,293.0
23655,292.0
23656,293.0
23657,293.0
23658,292.0
23659,292.0
23660,292.0
23661,293.0
23662,293.0
23663,293.0
23664,292.0
23665,292.0
23666,293.0
23667,293.0
23668,292.0
23669,292.0
23670,292.0
23671,294.0
23672,293.0
23673,293.0
23674,293.0
23675,292.0
23676,293.0
23677,293.0
23678,294.0
23679,294.0
23680,293.0
23681,293.0
23682,293.0
23683,293.0
23684,293.0
23685,292.0
23686,294.0
23687,294.0
23688,294.0
23689,294.0
23690,294.0
23691,293.0
23692,294.0
23693,294.0
23694,293.0
23695,293.0
23696,293.0
23697,293.0
23698,293.0
23699,292.0
23700,293.0
23701,294.0
23702,294.0
23703,294.0
23704,294.0
23705,294.0
23706,294.0
23707,294.0
23708,294.0
23709,293.0
23710,293.0
23711,293.0
23712,294.0
23713,293.0
23714,294.0
23715,294.0
23716,294.0
23717,293.0
23718,293.0
23719,294.0
23720,294.0
23721,293.0
23722,294.0
23723,294.0
23724,293.0
23725,294.0
23726,293.0
23727,293.0
23728,293.0
23729,293.0
23730,293.0
23731,294.0
23732,293.0
23733,293.0
23734,294.0
23735,293.0
23736,293.0
23737,294.0
23738,294.0
23739,294.0
23740,294.0
23741,294.0
23742,294.0
23743,293.0
23744,293.0
23745,294.0
23746,294.0
23747,293.0
23748,294.0
23749,293.0
23750,294.0
23751,293.0
23752,294.0
23753,293.0
23754,293.0
23755,294.0
23756,293.0
23757,294.0
23758,293.0
23759,293.0
23760,294.0
23761,294.0
23762,293.0
23763,293.0
23764,293.0
23765,293.0
23766,294.0
23767,294.0
23768,293.0
23769,293.0
23770,293.0
23771,294.0
23772,293.0
23773,293.0
23774,294.0
23775,294.0
23776,293.0
23777,294.0
23778,293.0
23779,293.0
23780,293.0
23781,293.0
23782,293.0
23783,293.0
23784,293.0
23785,293.0
23786,293.0
23787,293.0
23788,294.0
23789,293.0
23790,293.0
23791,295.0
23792,294.0
23793,295.0
23794,295.0
23795,295.0
23796,295.0
23797,295.0
23798,295.0
23799,295.0
23800,294.0
23801,294.0
23802,295.0
23803,294.0
23804,294.0
23805,295.0
23806,295.0
23807,294.0
23808,293.0
23809,294.0
23810,294.0
23811,294.0
23812,295.0
23813,294.0
23814,294.0
23815,295.0
23816,294.0
23817,295.0
23818,294.0
23819,293.0
23820,295.0
23821,294.0
23822,294.0
23823,295.0
23824,294.0
23825,294.0
23826,294.0
23827,294.0
23828,295.0
23829,295.0
23830,294.0
23831,295.0
23832,294.0
23833,295.0
23834,295.0
23835,295.0
23836,294.0
23837,295.0
23838,294.0
23839,295.0
23840,295.0
23841,294.0
23842,294.0
23843,295.0
23844,295.0
23845,295.0
23846,294.0
23847,295.0
23848,295.0
23849,294.0
23850,294.0
23851,295.0
23852,295.0
23853,295.0
23854,295.0
23855,295.0
23856,295.0
23857,294.0
23858,294.0
23859,295.0
23860,295.0
23861,294.0
23862,294.0
23863,295.0
23864,295.0
23865,295.0
23866,294.0
23867,294.0
23868,294.0
23869,294.0
23870,295.0
23871,295.0
23872,295.0
23873,294.0
23874,294.0
23875,294.0
23876,294.0
23877,295.0
23878,294.0
23879,295.0
23880,294.0
23881,294.0
23882,294.0
23883,295.0
23884,294.0
23885,294.0
23886,294.0
23887,294.0
23888,295.0
23889,294.0
23890,295.0
23891,295.0
23892,295.0
23893,294.0
23894,295.0
23895,295.0
23896,294.0
23897,294.0
23898,294.0
23899,295.0
23900,294.0
23901,295.0
23902,294.0
23903,295.0
23904,294.0
23905,295.0
23906,295.0
23907,295.0
23908,294.0
23909,295.0
23910,294.0
23911,294.0
23912,294.0
23913,294.0
23914,295.0
23915,294.0
23916,295.0
23917,294.0
23918,294.0
23919,294.0
23920,295.0
23921,295.0
23922,295.0
23923,295.0
23924,295.0
23925,294.0
23926,294.0
23927,295.0
23928,294.0
23929,294.0
23930,295.0
23931,294.0
23932,295.0
23933,295.0
23934,295.0
23935,294.0
23936,294.0
23937,295.0
23938,294.0
23939,295.0
23940,296.0
23941,294.0
23942,295.0
23943,294.0
23944,294.0
23945,295.0
23946,294.0
23947,295.0
23948,294.0
23949,295.0
23950,294.0
23951,296.0
23952,294.0
23953,296.0
23954,295.0
23955,294.0
23956,296.0
23957,295.0
23958,294.0
23959,295.0
23960,295.0
23961,295.0
23962,295.0
23963,294.0
23964,295.0
23965,294.0
23966,295.0
23967,295.0
23968,296.0
23969,295.0
23970,295.0
23971,296.0
23972,296.0
23973,295.0
23974,295.0
23975,296.0
23976,296.0
23977,296.0
23978,295.0
23979,296.0
23980,296.0
23981,295.0
23982,296.0
23983,295.0
23984,295.0
23985,295.0
23986,296.0
23987,296.0
23988,295.0
23989,295.0
23990,295.0
23991,295.0
23992,295.0
23993,296.0
23994,296.0
23995,295.0
23996,295.0
23997,296.0
23998,295.0
23999,296.0
24000,296.0
24001,295.0
24002,295.0
24003,296.0
24004,296.0
24005,295.0
24006,295.0
24007,296.0
24008,296.0
24009,296.0
24010,295.0
24011,295.0
24012,295.0
24013,296.0
24014,295.0
24015,295.0
24016,296.0
24017,295.0
24018,296.0
24019,296.0
24020,295.0
24021,296.0
24022,295.0
24023,296.0
24024,295.0
24025,295.0
24026,295.0
24027,296.0
24028,296.0
24029,295.0
24030,295.0
24031,295.0
24032,296.0
24033,295.0
24034,295.0
24035,295.0
24036,296.0
24037,296.0
24038,295.0
24039,296.0
24040,295.0
24041,296.0
24042,295.0
24043,296.0
24044,295.0
24045,296.0
24046,295.0
24047,296.0
24048,295.0
24049,296.0
24050,295.0
24051,295.0
24052,296.0
24053,295.0
24054,296.0
24055,295.0
24056,296.0
24057,295.0
24058,295.0
24059,296.0
24060,295.0
24061,295.0
24062,295.0
24063,295.0
24064,295.0
24065,295.0
24066,295.0
24067,296.0
24068,296.0
24069,295.0
24070,295.0
24071,296.0
24072,295.0
24073,296.0
24074,295.0
24075,296.0
24076,296.0
24077,296.0
24078,296.0
24079,295.0
24080,296.0
24081,296.0
24082,295.0
24083,295.0
24084,296.0
24085,295.0
24086,296.0
24087,296.0
24088,296.0
24089,295.0
24090,295.0
24091,295.0
24092,295.0
24093,296.0
24094,295.0
24095,296.0
24096,295.0
24097,295.0
24098,295.0
24099,296.0
24100,295.0
24101,296.0
24102,296.0
24103,295.0
24104,295.0
24105,296.0
24106,296.0
24107,295.0
24108,295.0
24109,296.0
24110,295.0
24111,296.0
24112,295.0
24113,295.0
24114,295.0
24115,295.0
24116,296.0
24117,295.0
24118,295.0
24119,296.0
24120,295.0
24121,296.0
24122,295.0
24123,295.0
24124,295.0
